message,is_toxic
"nit s/there/their/
 
 awww Matt you're usually so hot on commit message grammar :P",0
"since I am a moron sometimes, I didn't even think about the active node and spare node pool. So I created the active node which serves as a good table to hold the loadbalancer to vm mapping, and a spare node table which of course has no loadbalancer mapping.",1
"Although providing a default implementation of Compare is less ugly than judging if compare_function is nullptr before. I prefer to keep separate item arrays for display and sort. The process is first sort then display, the keys used to sort are not exactly the same as the keys used to display. It sucks when trying to think how to compare samples by their sample count.",1
"Yuzhu: So I took a look at where I would think the documentation would be on guarantees/lack of guarantees of state after a watcher was signaled with a readable signal (https://chromium.googlesource.com/chromium/src/+/master/mojo/public/cpp/system#Watching-Handles ) and didn't find anything that clarified this. Is there somewhere else I should be looking?
 
 Given that we have some code that appears to assume that a watcher triggering with a readable signal can always be read, and some that doesn't, it would seem making sure the documentation is clear about what assumptions can be made. Willing to give me a pointer to the documentation I should be considering updating?",0
"Thanks, Dazhao! I will remove all of these blanks.",0
"Missing

    AccessibilityController* accessibility_controller =
      Shell::Get()->accessibility_controller();

?",0
"Well, yes, typically one of the silly mistakes I'm burdened with...
Done.",0
these fopens should have been O_CLOEXEC too.,0
"you can initialize them here

MockImageManager* mock_thumbnail_manager_ = nullptr;",0
we should validate the id i< tag_obj.MAX_TAG_LENGTH,0
"I totally agree with you. IMHO neutronclient is already very different from other clients and it is something ""stupid"". Consistency across all openstack clients is a big topic and it should be discussed and improved as a whole community and it is already raised as one of important topics in dev ML discussion. Even when we have consistency across openstack clients, I believe neutronclient will be quite different from the current one. I am not sure what is the goal of this patch. If we need further discussion over all openstack client, I think it is beyond of this patch.
 
 Consistency inside neutornclient, I agree. I don't have a strong opinion on T/F vs T/t/F/f, so I am okay to keep T/F for consistency. I would like to leave the decision to the original author.
 
 IMO we don't need to rush this for Juno release.",1
nit: unneeded initialization.,0
"Wow, that is crap.",1
"ok, this relates to the remove_items call in obj.py no longer being commented out.
 
 sysmeta should never be updated on a POST of any kind",0
blah = doesn't always work. In this case hostname= does not work and host= expects a host id # not a hostname.,0
Is the 'pass' here useless?,0
"changedAny($.ironic, $.mysql, $.network_metadata.vips,
  $.get('database_vip'))",0
it really ought to have a penalty for nested ternaries!,0
this block should go after the 255/07 MMS entry below.,0
"We donÃ¢â‚¬â„¢t ever implement any of these Ã¢â‚¬Å“for realÃ¢â‚¬ï¿½. If you want to axe some more code (and I recommend it!), you can get rid of this line, the _SERVER_ROUTINES_TO_NOP list, one bogus function from util/mach/child_port_server.cc, and five bogus functions from util/mach/notify_server.cc.",0
"Get rid of BITS_IN_BYTE.  You can do DIV_ROUND_UP(add_out.pixelBits, 8) instead.",0
"Oops, must have killed that by mistake",0
Trailing white spaces should be removed.,0
"& 0xFF000000 is slightly more readable since the constant it's being compared to is the same as the one it's being or'd against in the else clause, though I'm not sure we should bother to let the switch value take a 3-byte form.

Perhaps a stupid example, but what if we want an alpha of 0?",0
"ls -l keystone/common/sql/migrate_repo/__init__.py
 -rw-rw-r-- 1 perryse perryse 0 Mar 9 11:11 keystone/common/sql/migrate_repo/__init__.py
 
 Looks empty to me......
 
 We do not want it deleted, we need the file so this directory is still a valid Python import.",0
"i think it might be easier to just kill all children, something like
 
  trap ""kill -- -$$"" EXIT
 
 i think should work fine?",0
"yeah, dumb ass bug introduced in final cleanup.  Fixed all outstanding issues in CL:33676",1
please leave two empty lines between sections,0
Probably remove this bit about the working set of toolchain sources and download-toolchain-sources.sh since they are now irrelevant.,0
remove need_commit_confirmation,0
"Can you remove this function ? ( I don't like )
 
 I prefer that your remame the function has_action_plan_finished",0
wrap in _() so that this string gets translated.,0
I'll go ahead and do this.  Reference code sucks here.,1
"if you're killing the upgrade, looks like you've got more code you could scrub",0
you can remove useless extra space in the middle.,0
"The wording here is awkward.  How about this:  ""The caller is responsible
for calling `_mock_offload_dir_calls()`, if necessary.  Or just omit the
assumptions, and state merely what _is_ mocked: ""This sets up mocks
for stats reporting based on `should_succeed`, and then calls `offload_dir()`
once.",0
hm. Ugly but done,1
We no longer depend on d2to1 when using pbr. This line should be removed.,0
"it gave up here and missed this trivial rename too. your explanation of there being too many files makes sense. stupid git.

(although i guess since the package changed, it could have been that too. if you don't understand what a package is, this file looks like it changed a lot!)",1
Dumb question. Why does the conductor have to do an rpc call to itself?,0
"Aha, stupid me :) For some reason I thought this is printed for constructor's help and that it describes constructor parameters.",0
can we do this in init_host instead? I hate these conditionals here.,1
"This method name doesn't look suggestive to me
 
 What about: _check_user_has_access_to_subtree",0
wtf?,1
Why don't we use the hole-NaN? The pair type is a little ugly.,1
note the new __LP64__ check. we don't want to fuck 64-bit bit up like 32-bit was fucked.,1
"Agreed with Paul that we should create a wrapper for the kill function, to replace all the kill call in this file, probably can do it in a separate CL.

Maybe something like this:

bool KillProcess(int pid, bool* killed)

This will return true if signal is sent or the process is already killed, false otherwise. The caller can use the |killed| to check if the process has already exited.",0
You should reuse helper method on bottom.,0
"Decorator looks ugly. Better use mock.patch in code.
 
 Also should add negative test",1
"Petr, thanks for the feedback.
 
 A couple of comments:
 
 For proposal #2, note that I mentioned the deserialize call would return an instance of the class. This might not the most ideal thing to do for this method, though.
 
 For proposal #1, I don't think there's actually a problem. You can create an ""empy"" object with a ""dummy"" name and then have the deserialize method overwrite it.
 
  >>> class A(object):
  ... def __init__(self, name):
  ... self.name = name
  ... def deserialize(self, o):
  ... self.__dict__ = o
  ... 
  >>> obj = A('test')
  >>> obj.deserialize({'name': 'new_name'})
  >>> obj.name
  'new_name'
  >>> 
 
 
 I understand the point behind passing the flag is to validate that either of those are set but I personally don't see a huge value in that for this specific case. One reason I prefer #2 is because it'd avoid creating an instance of the object with dummy/None data.",0
yeah I feel that if we put the pid into the args we don't need these extra hops,0
"Output formatting is kind of ugly right now, yeah.",1
Trailing whitespaces here need to be removed.,0
"Yes. Though I'm not 100% convinced the new version behaves as it should because I have nothing to compare it with. It appears to work the same as the docs suggest it should.

%Z - ""The timezone or name or abbreviation""

The %+ does look right from what I can tell (stupid character issues aside).",1
"self.provider_subnets = [net_common.DeletableSubnet(client, **s) for s in subnets]",0
"I am using std::function, perhaps this include is not needed for it? Removed.",0
Provide an overloaded constructor instead? Nulls are evil.,1
"this adds a single garbage collection list, cleaned up in the finally clause. Unfortunately it adds an indent here, which makes the diff crappy :(",1
"Yes, it's probably useless as I got rid of the shared_mem_acquire for this case in an earlier version and forgot to remove this.",0
nit - should be without '{' and '}'?,0
put this in the message body rather than the subject.,0
extra white space should be removed,0
"Name looks a little ugly to me. I would create someting like ClusterAttributesPlugin and used it, YAML has nothing to do with this at all.",1
"In my opinion ""no"", I feel this is a bug in the retype code particularly the manager. Drivers in my opinion should be allowed to be pretty dumb WRT Cinder itself. We send in crap to the wrong driver I don't expect the driver to try and interpret that and come back with something.
 
 Another problem is that it might just so happen that there are multiple drivers that actually satisfy the same capability/extra-spec keys. It's certainly not an error IMO that the driver didn't know that Cinder was actually intending to ""migrate"" the volume.",1
You could probably strip leading '#' but I don't care that much if you don't.,0
"How the hell does this work?

Also, if this does what I think it does you should consider just reworking the methods already there.",1
Lets return a simple std::string here as pointed elsewhere.,0
"Right, useless here.",0
"Okay, I will remove the hardcoding internalURL.",0
useless blank,0
"Yeah, you might need more crap here. Keys, for instance, if RPC messages start getting signed/encrypted. And yeah, other impls like zmq might have different config needs.
 
 You could punt and either put a json type blob in the DB or perhaps a configuration key name to go pull everything out of nova flags. Either way, it's probably not worth touching yet.",1
"Ditto as above, consider create_activate_task",0
"useless, since they are already default values. You can drop the 2 params I guess.",0
"Well, the interface would be a jinja template on the controller. But I feel pretty strongly that this is a ""centralize intelligence"" kind of issue. Octavia VMs should be as dumb as possible, so the ability to generate their own haproxy configurations is something I *don't* want them to have to do.",0
please stop the mocks with a cleanup action,0
"open bug against this garbage, REMOVE",0
"IMO, this looks a little ugly :) 'state != states.ERROR' is the way nicer...",1
We should remove post_deployment_end here,0
"not forever:)

The command will be killed at
https://chromium-review.googlesource.com/c/chromiumos/platform/tast-tests/+/1557300/1/src/chromiumos/tast/local/bundles/cros/video/encode/accel_video.go#330",0
"AFAIK, both fencing-agent and python-tasklib are built and install on slaves, but they are completely useless. I mean, we don't use them. We just install them.. this kind of legacy.. so you can set lower prio for moving them into gerrit.",0
"I want to ensure that none of the fields get dropped, for, e,g;, if resource_state got dropped accidentally in the code, there should be a failure.",0
"Sorry, I didn't make myself clear. I think you're adding qualifiers to make the conflicting symbols weak in Cr50, correct? Can you alternatively tell the linker to hide *all* cr50 symbols and only expose explicitly whitelisted ones (i.e. the fuzzer entry points that the fuzzer needs to call)?",0
"The thought was that a negative PID would always be invalid (and it is), unfortunately an implementation detail made it so kill(2) would broadcast a signal to pgrp=12345 instead of pid=-12345.

Every once in a while (but rarely) there could indeed be a valid process with that pgrp.",0
use assertEqual instead of assertEquals,0
this is a hideous way of dealing with polymorphism.,0
damnit i meant to come back to this and fix it.,1
"For completeness, you should also have 'fatal' and 'trace'",0
"humm, ugly tabs",1
"So this whole check is bunk. I only have mocks here because I override the side_effect on #816 with one on #832. So this actually fails, properly, when I check build_req.destroy.called.",0
subnet_id == arpentry.subnet_id,0
It will be run undef HaProxy,0
"Ya, I don't like being a scheduler, lol; IMHO this sort of goes back to michaels blogs post question about why didn't they just make this 'yield from' a comment or why didn't python just adopt (and embrace) greenlet(s) (and say have a interpreter option that would use greenthreads vs real-threads *transparently*)?? Since in the worst case u are placing 'yield from' on every line of code (especially in I/O heavy applications) and at that point it makes u wonder what the heck is going on with python as a language....",0
it should be already killed in dependency.,0
# Convert defaultdict to dict for prettier yaml dumping.,0
Damn. I thought there were only two of them when I started. They must've been replicating when I wasn't looking.,1
"Darn, I was hoping this would obsolete the regexes completely. :-)",1
Please add a space in the end.,0
Please add a consistent prefix like BOOTSTAGE_ to each of these,0
Kill ceph-mds only if ceph is enabled with manila ?,0
Let's use frozenset for affected_node_ids.,0
Unfinished docstring.,0
create_project and update_project below,0
"I'd like to have that here too, since input may have junk data after a valid CBOR.",0
fake.PROJECT_ID,0
"why do you need a mock? Can't you just set the state
 
 self.lbm.vxlan_group = rv",0
"i think this is fixing the wrong part, or not fixing anything.  The failing line is:

	int i, ret = DMA_ERROR_CODE;

This is assigning a dma_addr_t (u64) to an int, which produces the warning.  The value of ret isn't even used, so the assignment should just be removed.",0
"responce is useless, you can remove the assignment.",0
"I didn't quite get this comment ? project.domain_id has a FK to domain.id
 
 This way, this comment is valid for _generate_root_domain below, not to this",0
"Does this need to be localized?  If not and this is just a dummy sentinel value, does it need to be in English anyway?",0
"It's should be flavorid, Done.",0
"The const_cast is evil.

Can't you just look up the AXNode from |tree_| by id,
and then modify that?",0
"I have to agree Mike, ""None"" will do. Besides, we all know he's limited by technology. It's not like he's a mutant or something.",0
use matchers.HasLength,0
It's really ugly having these hard-coded hex reg addresses w/no documentation as to what they are (for anyone maintaining this code who's new to Tegra). Just sayin'.,0
This particular one is a big change. I think I'll do that in a separate patch. I'll file a bug to remind myself.,0
"self.apic = apic_client.RestClient(
  cfg.CONF.ml2_cisco_apic.apic_host,
  cfg.CONF.ml2_cisco_apic.apic_port,
  cfg.CONF.ml2_cisco_apic.apic_username
  cfg.CONF.ml2_cisco_apic.apic_password
 )",0
use cros_build_lib_unittest.RunCommandTestCase instead of cors_test_lib.TestCase,0
globals with destructors? guess it doesn't matter for the dynamic linker?,0
Please remove all the trialing white spaces,0
"Yes, you are correct. Removed the help block from the child templates.",0
There is CRUD for segment objects. https://review.openstack.org/#/c/284440/,0
"nit: update_phase(). The member should probably be renamed, too.",0
"i tried to get mgorny to always call `die` regardless of EAPI, but he is being dumb

all the other args that escons passes come from the ebuild/user, so since we don't set them, it's not an issue for us.",1
nit: throw a fake network_id or port_id in here since that's what our API would provide (as noted above).,0
Remove content_type,0
you forgot the colon !,0
"and this check is useless since you do .get('start', None) in the next line",0
Shouldn't it be :class:`ironic.common.boot_devices`?,0
it makes more sense to use trans rather than blocktrans,0
"This seems unnecessary. If you indeed want to force a GC, there should be a comment here as well.",0
Invalid intendation,0
Why does this (and the reload later) need to be done? I don't actually understand how the __init__ is done so maybe it is a dumb question. test_seamicro.py imports this; is it a question of timing?,0
nerd snipe of trailing white space,0
"dockerctl shell postgres su postgres -c ""pg_dumpall --clean"" > /root/postgres_backup_$date.sql",0
I'm all for not using silly refs. :),0
You don't have to redefine this - just use updateShareMetadataRequestParameter in the WADL.,0
Can you just use SdkConstants.CURRENT_PLATFORM == SdkConstants.PLATFORM_WINDOWS ?,0
Why not simply self._server_id = self._post_server(),0
"It should be False. Otherwise: 
 
 
 +-------------+-----+------------------+--------+---------------------------------------+
 | benchmark | pos | criterion | status | detail |
 +-------------+-----+------------------+--------+---------------------------------------+
 | Dummy.dummy | 0 | aborted_manually | PASS | Task was aborted due to abort signal. |
 +-------------+-----+------------------+--------+---------------------------------------+
 boris@ubuntu:~$ echo $?
 0",0
"These are not warnings, and possibly this whole subdirectory is pointless anyway. Does LO run on AIX on PowerPC?",0
Seems reasonable. Should be !discovery_suspended || !system_suspend_in_progress,0
"If your goal is to test that disconnect_volume() was correctly called below, these 2 connection_infos should probably be mock sentinels. i.e. mock.sentinel.conn_info_vda and mock.sentinel.conn_info_vdd. That was you can assert mock.sentinel.conn_info_vda below. Asserting None below is a weak test.",0
"show_port_body = self._test_add_remove_router_interface_with_port_id(network, create_body)
 
 Remove L395 to 400",0
"Grr, that sucks. it's the small case that threw me, I didn't even look to the start of the line to see class. All classes should be ShardCreate etc, not sure why they broke it here.

Please change <label> <shard> in your docstring to <board label> <shard hostname>",1
This should be puppet-snmpd,0
Why are you removing a SirtRef? Throwing and allocating an exception can trigger GC.,0
"not addressed, sine patchset #75",0
This class should be named VanillaPluginScalingTest,0
"This also highlights a bug in the code... I'd removed identical block ranges in *any* operation, not just MOVE. This would have caused big issues with (say) BSDIFF... how lame.",0
"IntelliJ now inlines the argument name. So, this now appears as ""isFrameworkAttr: false"". With the comment alongside, this appears as ""isFrameworkAttr: false /*isFrameworkAttr*/"" which doesn't look nice.",0
Can we extract this to a function? All the exit points are die() statements so should be fine.,0
reconciliate with ResourcEresolver.,0
"I think you can use the FileEnumerator class in the base library for enumerating the PID files:
https://cs.corp.google.com/#clankium/src/base/files/file_enumerator.h",0
Alignment is goofy here.,1
indention off,0
remove i18n.,0
nitpick: work a*ro*und,0
Capitalize first letter of each bullet.,0
"to be clear: i'm not asking about mmap(2). i know about that, and i could read the man page if i didn't :-)

my question is what the ELF specification says. are your mapped-in segments supposed to be rounded? or is L304 just foolish consistency that should be deleted?",1
Small dumb nit 2: don't need the global statement here.,1
Computers do suck.,1
extra space should be removed.,0
"DCHECK(file_name_1 != NULL);

DCHECK(file_name_2 != NULL);",0
"in ha mode
 multirole is redundant",0
kwargs[self._parent_id_name] = parent_id,0
We probably change this to os.kill() to match the code as well.,0
"This function is *only* being called for a whole-chip erase. So I'm pretty sure this is overkill, and it's not even what's expected. You should be trying to send the whole-chip erase opcode, not erasing individual sectors.
 
 Among the overkill: you don't need to be passing an 'erase_info' struct. You're actually abusing the struct, as it should be set up only by the upper layers, never by a HW driver like this.",0
Useless. Makes no sense.. removing it in next patch,1
enable_security_gruop should be enable_security_group.,0
Seems long and annoying for a command line argument. --ipc?,0
"Maybe a dumb question but: why don't we just use ProcessLauncher to spawn a single worker and reuse any additional services provided to us by service module, like that systemd notification?",0
this command needs to be executed by another user dbadmin and not root,0
I like 'slaves' and Aleksey Kasatkin too :),0
probably a yaml.dump() or yaml.safe_dump() here?,0
I'm gonna get rid of the venv jobs anyway. Next commit coming.,0
nit: Forward declare app_list::InternalApp instead.,0
"nit: end with a colon

  // content::URLDataSource:",0
Dumb question ... where are these entry points currently loaded?,0
Any reason to not just push this down into build-gdb.sh?,0
"this is a damn nice test, +1",1
Please initialize these three vars to None in __init__.,0
I guess pep8/hacking is checking for the trailing period...thought we killed that.,0
print is evil and wont pass pep8,1
"This would allow instance.flavor to be None possibly, and it should be nullable=False, do we care?",0
"This has been renamed as save_devices().
 Done.",0
This at least looks odd.. are you sure about the roles of the *reverse* iterators?,0
"In the case where OnChildWatchNotify has fired, you'd be calling g_spawn_close_pid twice on the same pid, I think. It's best to always reset manually managed members on destruction :-)",0
it should be already killed in dependency.,0
"The PrivateKey.toString() method doesn't do anything stupid, does it?",1
"Call me a fool, but I only sussed this thanks to Sylain's comment. Using `lstrip`, the `item.replace` format from below, or adding a comment would help here.",0
"Of course, these 5 may be doing something useful on --mode jvm.

It's possible they should stay but could live behind the same ""Dalvik"" check as the one below.

Given the properties, I suspect it *is* fine to remove them entirely.",0
"If ssh.rmvdisk fails, status should be error_deleting.",0
"this line passes the debug flag, the other line does not.",0
"style nit: put this in a new line, e.g.

/**
  * The presenter...
  * ...
  */",0
s/**configdrive**/**cloud-init**/,0
We don't really care here. ReportAlertsData() is the one really cares.,0
"guest_id = {{ guest_id }}
 tenant_id = {{ tenant_id }}",0
"I strongly think that sending complete InstanceList objects for every host periodically, even if it is a longer period than 60 seconds, is a code smell. If the regular updates work well, this should never be needed. If sending such a huge amount of information regularly is needed, then the whole update process sucks and should be fixed.
 
 Alexis: I prefer the full InstanceList for a host that is not in sync, but I was anticipating that some might still see that as too heavyweight, and wanted to provide that option. We hadn't discussed this aspect of the spec at either the midcycle or the last Gantt meeting.",1
"This is supposed to be a three-state flag. I use it for both detecting if we can stop checking for the host to schedule to and for storing default results. I stop checking in two cases: first when a wrong id is supplied or the host is found we can safely assume that there won't be any other hosts assosiated with specified volume (if there are such hosts sth is probably very wrong and my small optimization won't do any more harm), we set it to False and return it. On the other hand a user may forget to supply or decide not to supply volume_id and in this case all hosts should pass. In this case I set filtering_result to True and use it as return value. If on the yet another hand it is set to None that means that we have a valid volume_id and are in process of filtering.
 
 I did it with two variables at first, with self.keep_searching and self.default_search_result, but this approach appeared to be excessively verbose, so I desided to use a three-state flag instead.",0
"I don't think that's problematic. This information is in pyvmomi, but lots of things will have to change when me make that move. Removing this list will be trivial. Until then it's useful.",0
the APN_TYPES_KEY should be renamed DATA_APN_TYPE_KEY,0
So stupid.... I forgot to do the most important thing.,0
Sure.  I'd prefer something a little more descriptive than just make.sh.  Any preferences?  make_gpu_tools.sh?  make_autobuild.sh?,0
why the move? netaddr is 3party.,0
drop the `|| die` part as newer EAPI handles this for you,0
"no because if no FW is running, HID enumeration will fail so we won't be able to test VID/PID. In this conditions we are a raw I2C slave, so I guess this is the only way",0
I would agree that a LOG.warning should be thrown here.,0
"optional: you dn't write this, but I'd write ...

  const entry = this.ui_.directoryTree.selectedItem.entry || null;",0
this is incompliant with python3,0
This caused compile-time failures in various linux-derived programs such as perf.,0
Done (split off into https://chromium-review.googlesource.com/c/chromium/src/+/1546304),0
"if you want to do this in an automated fashion, you should post a task instead of calling this directly. in the real implementation, this makes an async d-bus call to powerd.",0
I don't think readers are going to know if it's domain-specific drivers in general that's new and experimental or just storing domain-specific configs in SQL.,0
You don't need FileUtils here. All those fonctions are wrapped in rake/lib/rake/file_utils_ext,0
"i didn't want to abuse ""public"". these are internal turds that we want to remove. but they have to be visible for now because frameworks code is using them.",0
"It will list a little bit more then a previous command, cause arp pings will included too. They are really short-time, so there is high risk that they won't exist when we will try to kill them. As long as we don't check process existance before killing anyway, it looks good to me. Just be aware of that.",0
makes me think my previous question is in fact a dumb question.,0
CHEATER!!!!!!!!!!!!!!!!!!!!!!!!!! (fix it in the previous patch :P ),0
"I guess this comment is misleading in ShadowFrame class in stack.h:

""""""
 // This is a two-part array:
  //  - [0..number_of_vregs) holds the raw virtual registers, and each element here is always 4
  //    bytes.
  //  - [number_of_vregs..number_of_vregs*2) holds only reference registers. Each element here is
  //    ptr-sized.
  // In other words when a primitive is stored in vX, the second (reference) part of the array will
  // be null. When a reference is stored in vX, the second (reference) part of the array will be a
  // copy of vX.
  uint32_t vregs_[0];
""""""",0
Crap sorry i didn't submit my comments from before!,1
"This whole chunk is a lot of new code. I don't see where it's tested at all. In fact, the only test adds in this patch are a few mocks to make some current tests still pass.",0
"+1 it should be ""web content"", I have the same mental association as dcheng@",0
Why not return the set? Arrays are ugly.,1
"this is another instance of uneducated programmers calling any kind of polymorphism ""overloading"", please translate it to ""override""",1
"Minor nit: should be env=filtermatch.get_environment(userargs, env=env)",0
#truestory,0
"tiny nit... I think this will be a bit more pythonic:
 
 if i.endswith('.pyc') or i in ('__init__.py', 'deprecated'):
  ...",0
Extra space should be removed.,0
probably because I'm stupid :-),0
I'd like to see a lot of these mocks moved to tests/mock/{mock_file}.py,0
really?   this seems kind of ugly?,1
We can now use get_first_node_by_host_for_old_compat - which is slightly less horrible than this.,0
mock get_guest instead of get_domain if u follow test_volume_snapshot_delete_relative_1,0
I added comments on this issue previously. I made changes to make sure the NOTBUILD and ABORTED status are not supported thus not changing the old behavior.,0
Should this be setting func._category?,0
ah yes... thanks for that. damn you copy/paste!,1
"Apparently not, I guess due to ADL, but added it anyway for clarity and build robustness (ADL sucks!).",1
"weird, my ack skills must suck -- will fix",1
hmm fixed_ips = fixed_ips = ...?,0
First line of DocString should end in a period,0
"Not that it matters, but you need a space at the end here (duplicated "").",0
"Doh, silly docstrings.",0
"can you clarify who can call this?

also maybe this is a dumb question but what is to stop a malicious origin just getting the auth credentials for someone else?",0
"Will this trash the sparseness? It is an important step, but there are other ways for us to go about it. This is good because it's simple.",0
Use cros_build_lib.Die for this.,0
"This could just be a mock with side_effect = dbexc.DBDuplicateEntry, couldn't it?",0
This function is getting really ugly.  Can you rewrite it to clean up the error handling and the above bug?,0
"Hi Marios,
 
 so far this patch is just a test to check whether this can mitigate lock wait timeouts. the aim of this patch is to validate the hypothesis regarding these lock wait timeout failures.
 
 Honestly, I've never been a fan of this approach and I would push for this patch to be merged only if we are unable to do anything better.",0
s/of useless/is useless/,0
pedant bereaucracy: do you have a bug/blueprint for this patch?,0
This is the only call site where the cached vm_ref might not be the right one to use... eliminate a possible bug and just pass in the rescue_vm_ref as a parameter!,0
"correct, it should be removed.",0
need to remove the white space around execute = putils.execute,0
"good idea, lemme give it a shot",0
"maybe a dumb question, but _get_boot_device() will call client.list_boot_devices() if drac_boot_devices is None, so why bother doing this here, instead of letting it be done in _get_boot_device()?",0
probably worth pointing out that sample_type is a *bitmask*.,0
"Yay, two silly mistakes in 3 lines of bash :)",1
wait_interval *= cfg.CONF.libreswan.shutdown_check_back_off,0
"This test will pass as soon as this promise resolves, which is when the fetch finishes. If these reports were observable to scripts, would they be guaranteed to be surfaced before the fetch finishes? Timeouts suck, but maybe a 1-second t.step_timeout here? You'll also have to convert this to an async_test to make it work I'm afraid.",1
"Hi Marios,
 
 so far this patch is just a test to check whether this can mitigate lock wait timeouts. the aim of this patch is to validate the hypothesis regarding these lock wait timeout failures.
 
 Honestly, I've never been a fan of this approach and I would push for this patch to be merged only if we are unable to do anything better.",0
The following steps are a procedure and should be numbered.,0
"This line is probably leftover. If so, should be killed.",0
"equal_to<OUString> has to be removed here, too",0
This function is useless.,0
I think you may be able to get rid of apn_type_key,0
"Yep. This is just a puppet resource name and it does not affect anything since we pass actual backend name via ""name"" parameter. Historically it's named 'keystone-public' :) I think renaming it is out of scope of this bugfix.",0
"I recently added Gating Test section at line 175.
 Please delete it and move Test Fuel agent section here.",0
if OPENSTACK_RELEASE == OPENSTACK_RELEASE_UBUNTU:,0
I'd still prefer u use https://github.com/openstack/oslo.service/blob/master/oslo_service/loopingcall.py#L135 instead of a raw greenthread.,0
"Isn't decimal / 2000.0 already a float? If it isn't, then you should use float(decimal) / 2000.0.",0
"You can not do that in puppet
 $afd_file = ""lma_alarms_"" + regsubst($name, ...)
 
 But yes I see the idea.",0
"Oh, that reminds me... you really don't need to prefix all of these with ""coreboot:"". That's implied in this repository (unless you explicitly say ""libpayload:""). Also, please put a space after a colon.",0
recommend pcre_options = PCRE_ANCHORED,0
"You could have:
 
 mock_fabric_data = self._vmutils._conn_msps.MspsFabricData.new.return_value
 fsk = self._vmutils._conn_msps.Msps_FSK.new.return_value",0
That shouldn't be a problem because this is just a dummy read.,0
It seems the above lines should be removed.,0
"from commit message: ""...It also updates grenade.sh and check-sanity to only dump databases that exist...""",0
"We hit the use-after-free on line 152 because we're using a non-null |render_frame_host|. While that case has been fixed, we're going to hit the same UaF on this line now...",0
Darn it! Tabs.,1
"I'm not crazy about this error being here because this is parse_root_device_hints(), not eg find_device(), but I guess it can be cleaned up later.",0
Maybe HTTPBadRequest should be raised instead of AppError?,0
"I do not believe you need to mock cinder.db.snapshot_metadata_get, since you already have the snapshot_metadata in your dict here.",0
"What about a helper method to initialize view that takes in view, visibility and callback instead? This Map seems a little overkill to me.",0
I'm strongly against copy&pasting an entire algorithm ...,0
"You are right. We want to restart dead child in any case. And the if state is superfluous, I'll remove it.",0
"I believe the dump can fail if there is another dump with the same level of details in progress. https://cs.chromium.org/chromium/src/services/resource_coordinator/memory_instrumentation/coordinator_impl.cc?l=282&rcl=887c594752f3fd08e4ad660fbd360bf1c9e86534

It's a separate thing to fix, but maybe when there are multiple dump requests for the same level of details, all requesters should get the result?",0
Maybe the value for this should be maintained from executing env if it exists.,0
Apologies if this is another silly observation: the pipeline has the `proxy-logging` filter twice. What's the reason for that?,0
"Ah... +1 sorry haven't thought about the mocks in the unittests, yeah that's porbably what's going on. ignore my previous comment",0
this noqa is redundant,0
enable_security_gruop should be enable_security_group,0
"of a... of a... Dammit, the anticipation is killing me!",1
"i'm not sure using base::strcasecmp and such is useful to us.  the point is to provide portability to stupid non-POSIX platforms like Windows, and we certainly don't work on non-POSIX already (really, non-Linux).",0
these are useless variables you can simply delete,0
is it not possible to get 'None' back here and tramp instead of raise error?,0
"How does stderr_output get the value?
Should there be something like,
stderr_outpu = deferred_step_result.get_stderr/stdout?",0
Remove the backslash.,0
this is cros_build_lib.CommandResult,0
this newline should be removed,0
"nit: we can have better names for the mocks instead of f,g.",0
I will remove MAX_RETRIES.,0
"Agreed for the logical change, but IMHO we shouldn't document things that are not supported, or we should mark it as suck. What about putting '(ignored)' at the end? Or maybe just put 'Not implemented' as doc like you did for the others, even if we don't mark it implemented=False in this branch?",1
most australian dummy var name ever!,1
use assertFalse instead of assertTrue(not ...),0
"evil bashism. [[ $# < 1 ]] or [ $# -le 1 ], but not this.",1
"I think this is a case, I vote to fix it in this patch rather file bug and fix it separately. I know we have this damn KPI, but let's focus on quality instead.",1
"this bunch of mocks is really suspicios, makes me feel like nothing is really tested though I know it is, but that's definitely not a good pattern to use. I'll add Maru and Assaf as they have beter vision on this",0
"this is a more general comment, but similar to the CLI, I wonder if we should preface api names using ""lb-"", as something like ""members"" is a very generic term. Such name collisions is one place where Quantum's approach of ""everything is a top-level-resource"" kind of sucks.",1
Damn it.,1
"i'd prefer we used the stupid atomic_uint_least32_t here so we can use explicitly-sized types in the rest of the code. allowing 1970s nonsense like ""unsigned int"" to leak back into the code seems like a mistake, even if the ill-considered standard tries to move us in that direction.",1
if (dx * dx + dy * dy > wiggle_max_dist_.val_ * wiggle_max_dist_.val_),0
